OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
828,63470,QUINDIO,MONTENEGRO,0,11,107,504,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,622,0.780075645551235,0.0121332639930251
829,63548,QUINDIO,PIJAO,25,34,679,996,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1734,0.750758347838417,0.0202347291379954
830,63594,QUINDIO,QUIMBAYA,0,24,65,427,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,516,0.674145532744577,0.0108718348667331
831,63690,QUINDIO,SALENTO,1,30,227,297,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,555,0.953586940831822,0.0282844317163169
832,66001,RISARALDA,PEREIRA,3,127,988,2880,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3998,2.02576283953606,0.0495227012950336
833,66045,RISARALDA,APÍA,19,151,440,660,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1270,0.739072993799049,0.0122193319041778
834,66075,RISARALDA,BALBOA,1,31,179,231,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,442,0.519541135462132,0.00973174966028669
835,66088,RISARALDA,BELÉN DE UMBRÍA,43,165,981,1200,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2389,0.579565933598939,0.014716805387623
836,66170,RISARALDA,DOSQUEBRADAS,9,15,213,1020,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1257,0.366030353256958,0.00571277806447275
837,66318,RISARALDA,GUÁTICA,28,247,1072,961,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2308,0.491848284813326,0.008217795384499
838,66383,RISARALDA,LA CELIA,9,7,388,456,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,860,0.528457771722353,0.00753188825634463
839,66400,RISARALDA,LA VIRGINIA,15,89,669,637,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1410,0.261820461561241,0.00268320067050346
840,66440,RISARALDA,MARSELLA,4,48,84,295,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,431,0.612524010488592,0.0121644902130508
841,66456,RISARALDA,MISTRATÓ,44,302,1913,2369,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4628,1.11878486817185,0.0460306641019821
842,66572,RISARALDA,PUEBLO RICO,71,317,6037,4339,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10764,1.10986091730495,0.0500096817702842
843,66594,RISARALDA,QUINCHÍA,149,713,5223,3668,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9753,0.499541485384053,0.0114240498041104
844,66682,RISARALDA,SANTA ROSA DE CABAL,2,35,227,585,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,849,1.25777044505508,0.0442777416512081
845,66687,RISARALDA,SANTUARIO,31,103,1913,1153,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3200,0.886225356787025,0.0155457675165305
846,68013,SANTANDER,AGUADA,0,8,86,39,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,133,0.475809748685383,0.00614609334074249
847,68020,SANTANDER,ALBANIA,27,29,149,136,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,341,0.876129926220967,0.0135704660957976
848,68051,SANTANDER,ARATOCA,0,20,33,43,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,96,0.67469221391102,0.013882031412065
849,68077,SANTANDER,BARBOSA,15,44,157,306,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,522,0.270341534218898,0.00381088244578811
850,68079,SANTANDER,BARICHARA,0,0,29,42,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,71,0.561088833171984,0.0112233446863062
851,68081,SANTANDER,BARRANCABERMEJA,489,1672,20796,11636,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,34593,2.73519010097502,0.108590745093073
852,68092,SANTANDER,BETULIA,76,267,598,317,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1258,1.27181795244182,0.035286963232256
853,68121,SANTANDER,CABRERA,0,1,9,9,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,19,0.351570647107455,0.00536040420781642
854,68132,SANTANDER,CALIFORNIA,0,7,108,1,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,116,0.425945998864406,0.00368497603135228
855,68147,SANTANDER,CAPITANEJO,1,37,603,222,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,863,0.477190385285315,0.00696830177434867
856,68152,SANTANDER,CARCASÍ,1,54,211,73,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,339,0.710158722465713,0.0211615473245785
857,68160,SANTANDER,CEPITÁ,0,12,141,69,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,222,0.494627446434126,0.00882745681125674
858,68162,SANTANDER,CERRITO,25,80,495,97,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,697,0.971671715696868,0.034430856308237
859,68167,SANTANDER,CHARALÁ,1,12,212,157,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,382,1.68340954769152,0.0342435963746206
860,68169,SANTANDER,CHARTA,0,30,327,117,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,474,0.600092915768167,0.010370957760764
861,68176,SANTANDER,CHIMA,28,13,350,296,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,687,0.631115738091363,0.0141557396708751
862,68179,SANTANDER,CHIPATÁ,0,24,69,36,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,129,0.465600568461806,0.00775458101745083
863,68190,SANTANDER,CIMITARRA,818,632,1613,3630,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6693,3.13029660743126,0.259459176623121
864,68207,SANTANDER,CONCEPCIÓN,25,99,252,136,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,512,1.13621669350322,0.0275578078910498
865,68209,SANTANDER,CONFINES,0,0,49,13,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,62,0.394072268268232,0.00583604566461752
866,68615,SANTANDER,RIONEGRO,364,1057,3094,2178,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6693,3.1830910808688,0.0957011427172622
867,68655,SANTANDER,SABANA DE TORRES,208,1321,3837,2606,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7972,2.30321281223952,0.114894738925581
868,68669,SANTANDER,SAN ANDRÉS,22,146,441,154,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,763,0.882292173582982,0.023020574087563
869,68673,SANTANDER,SAN BENITO,7,6,139,78,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,230,0.412158191173835,0.00482858240830634
870,68679,SANTANDER,SAN GIL,5,16,107,144,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,272,0.714792205402818,0.0120041838160916
871,68682,SANTANDER,SAN JOAQUÍN,0,1,81,39,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,121,0.597457194281962,0.0116953116447479
872,68684,SANTANDER,SAN JOSÉ DE MIRANDA,0,5,68,93,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,166,0.377349077957036,0.00615563964686048
873,68686,SANTANDER,SAN MIGUEL,4,10,94,35,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,143,0.385657732639729,0.00581885108596232
874,68689,SANTANDER,SAN VICENTE DE CHUCURÍ,1026,2033,3295,2439,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8793,2.43439193932798,0.0913288207755108
875,68705,SANTANDER,SANTA BÁRBARA,7,10,109,123,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,249,0.893010911079298,0.0180951628844925
876,68720,SANTANDER,SANTA HELENA DEL OPÓN,141,225,851,401,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1618,0.974596229682554,0.030556123151726
877,68745,SANTANDER,SIMACOTA,340,398,1963,1420,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4121,3.11954907663812,0.0739800660502552
878,68755,SANTANDER,SOCORRO,5,12,96,202,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,315,0.467493069325776,0.0104471151227182
879,68770,SANTANDER,SUAITA,40,37,202,170,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,449,0.93017231730836,0.0231495351941008
880,68773,SANTANDER,SUCRE,42,98,769,955,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1864,1.73660673730709,0.0426775918767153
881,68780,SANTANDER,SURATÁ,29,128,1485,216,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1858,1.22469604085605,0.0297265761853291
882,68820,SANTANDER,TONA,1,62,238,151,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,452,0.890181502643854,0.0270640683793912
883,68855,SANTANDER,VALLE DE SAN JOSÉ,0,6,38,39,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,83,0.370377377870994,0.00662863136019362
884,68861,SANTANDER,VÉLEZ,40,34,218,439,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,731,2.1836198946192,0.0365811100896299
885,68867,SANTANDER,VETAS,0,22,27,23,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,72,0.410861326521222,0.00756529995165481
886,68872,SANTANDER,VILLANUEVA,0,4,22,31,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,57,0.55752895977488,0.0079805051331337
887,68895,SANTANDER,ZAPATOCA,56,201,454,182,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,893,1.30742948490599,0.0298061794035871
888,68370,SANTANDER,JORDÁN,2,3,13,9,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,27,0.376286888622913,0.00326228450846114
889,68377,SANTANDER,LA BELLEZA,40,51,486,800,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1377,1.17488488805142,0.0273736764840698
890,68385,SANTANDER,LANDÁZURI,84,172,1654,2492,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4402,1.8194900364882,0.0482319287085822
891,68397,SANTANDER,LA PAZ,46,39,190,256,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,531,0.988401789692861,0.0232322216917317
892,68406,SANTANDER,LEBRIJA,103,548,2509,1202,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4362,1.62260872751745,0.0450576605396447
893,68418,SANTANDER,LOS SANTOS,3,23,49,21,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,96,0.658883614471366,0.0237260973530193
894,68425,SANTANDER,MACARAVITA,18,73,317,70,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,478,0.496466291973061,0.00840831520926953
895,68432,SANTANDER,MÁLAGA,22,53,668,367,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1110,0.347083192725811,0.00467308879783744
896,68444,SANTANDER,MATANZA,7,249,1361,513,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2130,0.801712997117405,0.0193007265782197
897,68464,SANTANDER,MOGOTES,0,28,287,250,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,565,1.10447394437056,0.0395501723465091
898,68468,SANTANDER,MOLAGAVITA,1,31,269,135,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,436,0.597492952415039,0.0147510770099407
899,68498,SANTANDER,OCAMONTE,7,4,19,36,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,66,0.408743299999802,0.00614612334132358
900,68500,SANTANDER,OIBA,0,0,63,95,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,158,0.829205234778729,0.0235154330708725
901,68502,SANTANDER,ONZAGA,6,1,117,164,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,288,1.22329604751851,0.0399636725361873
902,68522,SANTANDER,PALMAR,12,4,16,3,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,35,0.270018180921032,0.00160984368027785
903,68524,SANTANDER,PALMAS DEL SOCORRO,0,0,0,10,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10,0.316002108029019,0.00478397064722767
904,68533,SANTANDER,PÁRAMO,0,1,20,0,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21,0.495256964840355,0.00596394829239714
905,68549,SANTANDER,PINCHOTE,0,0,12,28,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,40,0.313962841399081,0.00453916221224309
906,68572,SANTANDER,PUENTE NACIONAL,2,16,129,153,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,300,0.755908683202126,0.020549102783146
907,68573,SANTANDER,PUERTO PARRA,322,192,563,1389,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2466,2.19831503636656,0.0623459020836089
908,68575,SANTANDER,PUERTO WILCHES,110,486,3464,3831,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7891,3.34389588054874,0.123560090404566
909,68211,SANTANDER,CONTRATACIÓN,42,45,173,191,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,451,0.687197731319584,0.0112088194284504
910,68217,SANTANDER,COROMORO,0,15,219,275,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,509,1.11741000706314,0.0471718474682788
911,68229,SANTANDER,CURITÍ,7,1,27,38,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,73,0.923605959325144,0.0199648769550538
912,68235,SANTANDER,EL CARMEN DE CHUCURÍ,904,1132,1137,1162,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4335,1.68427686642077,0.0755601553800029
913,68245,SANTANDER,EL GUACAMAYO,5,68,28,61,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,162,0.601336707679507,0.00759609699400616
914,68255,SANTANDER,EL PLAYÓN,159,387,2977,973,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4496,1.31841496686577,0.0372665668433026
915,68264,SANTANDER,ENCINO,0,23,40,63,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,126,1.00633415995145,0.0327003156782081
916,68266,SANTANDER,ENCISO,0,35,122,56,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,213,0.439949810300956,0.00611467993685853
917,68271,SANTANDER,FLORIÁN,9,39,251,600,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,899,0.892371052002761,0.0144189176592108
918,68296,SANTANDER,GALÁN,20,36,158,63,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,277,0.659890318329235,0.0164947861801296
919,68298,SANTANDER,GÁMBITA,0,0,272,117,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,389,1.45819740780761,0.0496629624052584
920,68318,SANTANDER,GUACA,19,66,395,143,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,623,0.91253783862489,0.0247320186519444
921,68320,SANTANDER,GUADALUPE,0,11,25,65,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,101,0.581718853998191,0.0119552325428828
922,68322,SANTANDER,GUAPOTÁ,0,0,5,29,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,34,0.363707671463005,0.00549914506650276
923,68324,SANTANDER,GUAVATÁ,18,5,69,109,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,201,0.461481691919699,0.00684318068562918
924,68327,SANTANDER,GÜEPSA,11,0,40,25,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,76,0.325106514207029,0.00246305740667273
925,68344,SANTANDER,HATO,13,5,467,85,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,570,0.611205789717854,0.013817067333979
926,68368,SANTANDER,JESÚS MARÍA,10,11,32,106,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,159,0.739158992660057,0.00731561631909228
927,68307,SANTANDER,GIRÓN,46,183,1095,1184,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2508,2.02981134178932,0.0402683570992109
928,68276,SANTANDER,FLORIDABLANCA,19,56,213,625,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,913,0.545500660788552,0.00819779060371848
929,68101,SANTANDER,BOLÍVAR,254,140,1886,1304,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3584,4.35710657365099,0.082516180279221
930,68250,SANTANDER,EL PEÑÓN,88,45,410,1013,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1556,1.15920332937993,0.0325303917811421
931,68547,SANTANDER,PIEDECUESTA,1,38,479,822,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1340,1.26530251486659,0.0396495673793994
932,68001,SANTANDER,BUCARAMANGA,45,260,2724,3354,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6383,0.722359965978953,0.0125856199114828
933,70001,SUCRE,SINCELEJO,60,597,6191,4132,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10980,1.17491537968029,0.0230287236708229
934,70110,SUCRE,BUENAVISTA,16,117,1342,1532,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3007,0.881710077023261,0.0120538681712978
935,70124,SUCRE,CAIMITO,25,126,1167,359,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1677,1.17949007994867,0.0338859588932205
936,70204,SUCRE,COLOSÓ,105,1504,17760,2568,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21937,0.788267659951018,0.0107955319923415
937,70215,SUCRE,COROZAL,30,707,1135,1208,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3080,1.43749805958381,0.0235151754824576
938,70221,SUCRE,COVEÑAS,4,25,84,200,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,313,0.426884231023399,0.00465192242480549
939,70230,SUCRE,CHALÁN,50,1685,5547,1271,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8553,0.572024422022296,0.00689090164131725
